ProvisionalIdentityKey,CanonicalMatchKey,LookupMatchKey,DisplayWord,ThirdPartyTargetSense,SourceMatchKeys,SourceOccurrenceCount,LearnerAdmitted,KloseCandidateClass,KloseCandidateCount,KloseCandidateNoteIDs,KloseCandidateSenses,PremergeStatus,MergeAuthorized
candidate:polish,polish,polish,polish,擦亮；擦光,polish,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:polite,polite,polite,polite,有礼貌的；礼貌的,polite,3,yes,exact-single,1,KV000521,有礼貌的,pending-sense-confirmation,no
candidate:pollute,pollute,pollute,pollute,污染,pollute,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pollution,pollution,pollution,pollution,污染,pollution,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pond,pond,pond,pond,池塘,pond,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pony,pony,pony,pony,小马；矮种马,pony,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pool,pool,pool,pool,游泳池,pool,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:poor,poor,poor,poor,贫穷的；贫困的,poor,10,yes,exact-single,1,KV000370,贫穷的；可怜的,pending-sense-confirmation,no
candidate:pop,pop,pop,pop,流行音乐,pop,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:popcorn,popcorn,popcorn,popcorn,爆米花,popcorn,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:popular,popular,popular,popular,受欢迎的；流行的,popular,2,yes,exact-single,1,KV000526,受欢迎的,pending-sense-confirmation,no
candidate:pork,pork,pork,pork,猪肉,pork,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:porridge,porridge,porridge,porridge,粥；麦片粥,porridge,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:position,position,position,position,位置；方位,position,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:possible,possible,possible,possible,可能的,possible,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:possibly,possibly,possibly,possibly,可能；也许；大概,possibly,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:post,post,post,post,邮寄；寄出,post,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:post office,post office,post office,post office,邮局,post office,10,yes,exact-single,1,KV000444,邮局,pending-sense-confirmation,no
candidate:postcard,postcard,postcard,postcard,明信片,postcard,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:poster,poster,poster,poster,海报；招贴,poster,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:postman,postman,postman,postman,邮递员；邮差,postman,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:potato,potato,potato,potato,土豆；马铃薯,potato|potatoes,19,yes,exact-single,1,KV000237,土豆；马铃薯,pending-sense-confirmation,no
candidate:pound,pound,pound,pound,英镑,pound,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pour,pour,pour,pour,倒；倒入,pour,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:poverty,poverty,poverty,poverty,贫困；贫穷,poverty,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:powerful,powerful,powerful,powerful,强大的；有力的,powerful,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:practice,practice,practice,practice,练习；训练,practice,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:practise,practise,practise,practise,练习；实践,practise,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:praise,praise,praise,praise,表扬；称赞,praise,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:prawn,prawn,prawn,prawn,对虾；明虾,prawn,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:prc,prc,prc,PRC,中华人民共和国,prc,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:precious,precious,precious,precious,宝贵的；珍贵的,precious,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:prefer,prefer,prefer,prefer,更喜欢；更愿意,prefer,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:prepare,prepare,prepare,prepare,准备；为……做准备,prepare,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:present,present,present,present,礼物,present,15,yes,exact-single,1,KV000145,礼物,pending-sense-confirmation,no
candidate:presenter,presenter,presenter,presenter,主持人,presenter,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:president,president,president,president,总统；主席,president,1,yes,exact-single,1,KV000711,总统,pending-sense-confirmation,no
candidate:press,press,press,press,按；按下,press,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pretty,pretty,pretty,pretty,漂亮的；好看的,pretty,9,yes,exact-single,1,KV000121,漂亮的,pending-sense-confirmation,no
candidate:price,price,price,price,价格；价钱,price,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:primary,primary,primary,primary,小学的；初级的,primary,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:primary school,primary school,primary school,primary school,小学,primary school,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:prince,prince,prince,prince,王子,prince,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:princess,princess,princess,princess,公主,princess,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:print,print,print,print,打印；印刷,print,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:printing,printing,printing,printing,印刷,printing,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:prize,prize,prize,prize,奖品；奖赏,prize,6,yes,exact-single,1,KV000763,奖品；奖项,pending-sense-confirmation,no
candidate:probably,probably,probably,probably,大概；很可能,probably,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:problem,problem,problem,problem,问题；难题,problem,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:programme,programme,programme,programme,节目；电视节目,program|programme,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:project,project,project,project,项目；课题；计划,project,4,yes,exact-single,1,KV000915,项目；方案,pending-sense-confirmation,no
candidate:promise,promise,promise,promise,承诺；许诺,promise,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:protect,protect,protect,protect,保护,protect,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:protein,protein,protein,protein,蛋白质,protein,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:proud,proud,proud,proud,自豪的；骄傲的,proud,8,yes,exact-single,1,KV000731,自豪的,pending-sense-confirmation,no
candidate:provide,provide,provide,provide,提供,provide,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:ps,ps,ps,PS,附言；又及（P.S.）,ps,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:public,public,public,public,公共的；公用的,public,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:public library,public library,public library,public library,公共图书馆,public library,1,yes,exact-single,1,KV000775,公共图书馆,pending-sense-confirmation,no
candidate:pudding,pudding,pudding,pudding,布丁,pudding,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:puddle,puddle,puddle,puddle,水坑；水洼,puddle,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pull,pull,pull,pull,拉；拔,pull|pulled,3,yes,exact-single,1,KV000951,拔出；抽出,pending-sense-confirmation,no
candidate:puma ranch,puma ranch,puma ranch,Puma Ranch,Puma Ranch（地名/场景名）,puma ranch,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pupil,pupil,pupil,pupil,学生；小学生,pupil,16,yes,exact-single,1,KV000768,小学生；学生,pending-sense-confirmation,no
candidate:puppy,puppy,puppy,puppy,小狗；幼犬,puppy,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:purple,purple,purple,purple,紫色；紫色的,purple,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:push,push,push,push,推,push|pushed,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:put,put,put,put,放；放置,put,16,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:put on,put on,put on,put on,穿上；戴上,put on,16,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:put out fires,put out fires,put out fires,put out fires,灭火；扑灭火灾,put out fires,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:puzzle,puzzle,puzzle,puzzle,谜；难题；谜题,puzzle,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:puzzled,puzzled,puzzled,puzzled,困惑的；迷惑的,puzzled,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pyjamas,pyjamas,pyjamas,pyjamas,睡衣,pyjamas,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:pyramid,pyramid,pyramid,pyramid,金字塔,pyramid,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:quack,quack,quack,quack,嘎嘎叫；鸭叫声,quack,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:quarter,quarter,quarter,quarter,四分之一；一刻钟（15分钟）,quarter,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:queen,queen,queen,queen,女王；王后,queen,9,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:queen's park,queen's park,queen's park,Queen's Park,女王公园,queen's park,1,yes,exact-single,1,KV000773,皇后公园,pending-sense-confirmation,no
candidate:question,question,question,question,问题；提问,question,7,yes,exact-single,1,KV001132,问题,pending-sense-confirmation,no
candidate:quick,quick,quick,quick,快的；迅速的,quick,3,yes,exact-single,1,KV001147,迅速的；快的,pending-sense-confirmation,no
candidate:quickly,quickly,quickly,quickly,很快地；迅速地,quickly,12,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:quiet,quiet,quiet,quiet,安静的；安静,quiet,12,yes,exact-single,1,KV000522,安静的；文静的,pending-sense-confirmation,no
candidate:quietly,quietly,quietly,quietly,安静地；悄悄地,quietly,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:quilt,quilt,quilt,quilt,被子；棉被,quilt,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:quite,quite,quite,quite,相当；很,quite,4,yes,exact-single,1,KV000765,很；相当,pending-sense-confirmation,no
candidate:quiz,quiz,quiz,quiz,小测验；测验,quiz,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:rabbit,rabbit,rabbit,rabbit,兔子,rabbit,20,yes,exact-single,1,KV000245,兔子,pending-sense-confirmation,no
candidate:raccoon,raccoon,raccoon,raccoon,浣熊,raccoon,1,yes,exact-single,1,KV000789,浣熊,pending-sense-confirmation,no
candidate:race,race,race,race,比赛；竞赛,race,14,yes,exact-single,1,KV000735,比赛；赛跑,pending-sense-confirmation,no
candidate:racing car,racing car,racing car,racing car,赛车,racing car,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:radio,radio,radio,radio,收音机；无线电,radio,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:railway,railway,railway,railway,铁路；铁道,railway,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:railway museum,railway museum,railway museum,railway museum,铁路博物馆,railway museum,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:railway station,railway station,railway station,railway station,火车站,railway station,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:rain,rain,rain,rain,雨；下雨,rain,18,yes,exact-single,1,KV000829,下雨；雨,pending-sense-confirmation,no
candidate:rain boots,rain boots,rain boots,rain boots,雨鞋,rain boots,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:rainbow,rainbow,rainbow,rainbow,彩虹,rainbow,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:raincoat,raincoat,raincoat,raincoat,雨衣,raincoat,8,yes,exact-single,1,KV000966,雨衣,pending-sense-confirmation,no
candidate:rainy,rainy,rainy,rainy,下雨的；多雨的,rainy,14,yes,exact-single,1,KV000160,下雨的；多雨的,pending-sense-confirmation,no
candidate:raise,raise,raise,raise,举起；升起,raise,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:rang,rang,rang,rang,响了；鸣响了（ring 的过去式）,rang,1,no,no-existing-match,0,,,pending-new-identity-review,no
candidate:ranger,ranger,ranger,ranger,护林员；公园管理员,ranger,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:rat,rat,rat,rat,老鼠；大老鼠,rat,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:reach,reach,reach,reach,到达；够到,reach,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:read,read,read,read,读；阅读,read,31,yes,exact-single,1,KV000812,阅读,pending-sense-confirmation,no
candidate:read books,read books,read books,read books,读书；看书,read books,3,yes,exact-single,1,KV000307,读书；看书,pending-sense-confirmation,no
candidate:reading,reading,reading,reading,阅读；阅读活动,reading,2,yes,exact-single,1,KV000486,阅读；读书,pending-sense-confirmation,no
candidate:ready,ready,ready,ready,准备好的,ready,10,yes,exact-single,1,KV000841,准备好,pending-sense-confirmation,no
candidate:real,real,real,real,真实的；真正的,real,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:really,really,really,really,真的；确实；非常,really,20,yes,exact-single,1,KV000308,真的；确实,pending-sense-confirmation,no
candidate:receive,receive,receive,receive,收到；接收,receive,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:recipe,recipe,recipe,recipe,食谱；烹饪方法,recipe,1,yes,no-existing-match,0,,,pending-new-identity-review,no
