Word,PromptHint,NoteID,CanonicalWord,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,LearningOrder,Sources,SourceBooks,Tags
slim,,KV000535,slim,[slɪm],[slɪm],苗条的,My sister is tall and slim.,我姐姐高而苗条。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
curly,,KV000536,curly,[ˈkɜːli],[ˈkɜːrli],卷曲的,She has curly hair.,她有卷发。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
straight,,KV000537,straight,[streɪt],[streɪt],直的,She has long straight hair.,她有长直发。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
nice,,KV000538,nice,[naɪs],[naɪs],友好的；好的,Our new classmate is very nice.,我们的新同学很好。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
young,,KV000539,young,[jʌŋ],[jʌŋ],年轻的,Our English teacher is young.,我们的英语老师很年轻。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
guess,,KV000540,guess,[ɡes],[ɡes],猜；猜测,Can you guess his name?,你能猜出他的名字吗？,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
has,,KV000541,has,[həz],[həz; əz; hæz],有（have的第三人称单数）,The panda has black ears.,熊猫有黑色的耳朵。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
animal,,KV000542,animal,[ˈænɪm(ə)l],[ˈænɪm(ə)l],动物,My favourite animal is the panda.,我最喜欢的动物是熊猫。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
elephant,,KV000543,elephant,[ˈelɪfənt],[ˈelɪfənt],大象,The elephant is big.,大象很大。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
panda,,KV000544,panda,[ˈpændə],[ˈpændə],熊猫,The panda is black.,熊猫是黑色的。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
horse,,KV000545,horse,[hɔːs],[hɔːrs],马,The horse can run.,这匹马能跑。,4,192,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
cow,,KV000546,cow,[kaʊ],[kaʊ],奶牛；母牛,This is a cow.,这是一头奶牛。,4,191,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
pig,,KV000547,pig,[pɪɡ],[pɪɡ],猪,This is a pig.,这是一头猪。,4,194,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
sheep,,KV000548,sheep,[ʃiːp],[ʃiːp],绵羊；羊,This is a sheep.,这是一只羊。,4,193,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
bee,,KV000549,bee,[biː],[biː],蜜蜂,A bee can fly.,蜜蜂会飞。,4,197,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
farm,,KV000550,farm,[fɑːm],[fɑːrm],农场,There are many animals on the farm.,农场里有许多动物。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
fast,,KV000551,fast,[fɑːst],[fæst],快的；快速地,The horse can run fast.,马能跑得很快。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
why,,KV000552,why,[waɪ],[waɪ],为什么,Why are you here?,你为什么在这里？,4,053,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
lovely,,KV000553,lovely,[ˈlʌvli],[ˈlʌvli],可爱的；讨人喜欢的,The little panda is lovely.,小熊猫很可爱。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
butterfly,,KV000554,butterfly,[ˈbʌtəflaɪ],[ˈbʌtərflaɪ],蝴蝶,The butterfly is beautiful.,蝴蝶很漂亮。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
exercise book,,KV000555,exercise book,,,练习本,I need a new exercise book.,我需要一本新练习本。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
pencil sharpener,,KV000556,pencil sharpener,,,卷笔刀,I need a pencil sharpener.,我需要一个卷笔刀。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
a pair of scissors,,KV000557,a pair of scissors,,,一把剪刀,I need a pair of scissors.,我需要一把剪刀。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
pencil box,,KV000558,pencil box,,,铅笔盒,My pencils are in the pencil box.,我的铅笔在铅笔盒里。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
a box of crayons,,KV000559,a box of crayons,,,一盒蜡笔,I want a box of crayons.,我想要一盒蜡笔。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
only,,KV000560,only,[ˈəʊnli],[ˈoʊnli],只；仅仅,I only need one pencil.,我只需要一支铅笔。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
also,,KV000561,also,[ˈɔːlsəʊ],[ˈɔːlsoʊ],也；还,I also need an eraser.,我还需要一块橡皮。,4,023,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
saleswoman,,KV000562,saleswoman,[ˈseɪlzwʊmən],[ˈseɪlzwʊmən],女售货员,The saleswoman is very helpful.,女售货员很热心。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
love,,KV000563,love,[lʌv],[lʌv],喜爱；爱,I love this new pencil box.,我很喜欢这个新铅笔盒。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
how much,,KV000564,how much,[haʊ mʌtʃ],[haʊ mʌtʃ],多少钱,How much is this pencil box?,这个铅笔盒多少钱？,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
a lot,,KV000565,a lot,,,很多；非常,Thanks a lot for your help.,非常感谢你的帮助。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
wonderful,,KV000566,wonderful,[ˈwʌndəf(ə)l],[ˈwʌndərf(ə)l],精彩的；极好的,The cartoon is wonderful.,这部动画片很精彩。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
fantastic,,KV000567,fantastic,[fænˈtæstɪk],[fænˈtæstɪk],极好的；非常棒的,The nature show is fantastic.,这个自然节目非常棒。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
cartoons,,KV000568,cartoons,[kɑːˈtuːnz],[kɑrˈtʊn],动画片；卡通片,I like watching cartoons.,我喜欢看动画片。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
news shows,,KV000569,news shows,,,新闻节目,My father watches news shows.,我爸爸看新闻节目。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
nature shows,,KV000570,nature shows,,,自然节目,I like nature shows about animals.,我喜欢关于动物的自然节目。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
chore,,KV000571,chore,[tʃɔː(r)],[tʃɔːr],家务；杂务,I do a chore every day.,我每天做一项家务。,4,010,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
clean the room,,KV000572,clean the room,,,打扫房间,I clean the room on Saturday.,我星期六打扫房间。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
make the bed,,KV000573,make the bed,[ˌmeɪk ðə ˈbed],[ˌmeɪk ðə ˈbed],铺床,I make the bed every morning.,我每天早上整理床铺。,4,061,rj_start1,rj_start1::5年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::5 source::rj_start1::grade::5::上 stage::grade4-current
take out the rubbish,,KV000574,take out the rubbish,,,倒垃圾；把垃圾拿出去,I take out the rubbish after dinner.,我晚饭后倒垃圾。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
wash clothes,,KV000575,wash clothes,,,洗衣服,I help Mum wash clothes.,我帮妈妈洗衣服。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
tidy the desk,,KV000576,tidy the desk,,,整理书桌,I tidy the desk after homework.,我做完作业后整理书桌。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
sweep the floor,,KV000577,sweep the floor,,,扫地,I sweep the floor on Sunday.,我星期日扫地。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
call,,KV000578,call,[kɔːl],[kɔːl],打电话；呼叫,I call my grandmother on Sunday.,我星期日给奶奶打电话。,4,,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
too much,,KV000579,too much,,,太多,Don't eat too much candy.,不要吃太多糖果。,4,,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
candy,,KV000580,candy,[ˈkændi],[ˈkændi],糖果,Too much candy is bad for teeth.,太多糖果对牙齿不好。,4,,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
early,,KV000581,early,[ˈɜːli],[ˈɜːrli],早；早地,I go to bed early.,我很早上床睡觉。,4,,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
exercise,,KV000582,exercise,[ˈeksəsaɪz],[ˈeksərsaɪz],锻炼；运动,We need exercise every day.,我们每天都需要锻炼。,4,,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
tired,,KV000583,tired,[ˈtaɪəd],[ˈtaɪərd],疲倦的；累的,I am tired.,我累了。,4,009,rj_start1,rj_start1::5年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::5 source::rj_start1::grade::5::下 stage::grade4-current
