MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,RiskSignals,CandidateType,CandidateRoute,ProposedObjectDecision,ResolutionStatus,Confidence,TargetReference,ResolutionBasis,Rationale,KloseMergeAuthorized
scarf,scarf,"n. 围巾;嵌接,嵌接处;头巾领巾 vt. 披嵌接;用围巾围",6年级下,1,6年级下@r4: [live / quite / <scarf> / airport / pupil],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,围巾,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
scientist,scientist,n. 科学家,6年级上,1,6年级上@r77: [inventor / artist / <scientist> / poet / writer],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
scissors,scissors,n. 剪刀;剪式跳法 v. 剪开;删除(scissor的第三人称单数),4年级上,1,4年级上@r66: [eraser / crayon / <scissors> / glue stick / paper],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
see a film,see a film,看电影;去看电影;去电影院看电影,4年级下,1,4年级下@r32: [square / buy toys / <see a film> / go boating / busy],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
send,send,"n. 上升运动 vi. 派人;寄信 vt. 发送,寄;派遣;使进入;发射",4年级下,1,4年级下@r14: [crossroads / neighbourhood / <send> / get / money],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,"The neighborhood lacks an object or sentence, so the intended communication/transfer construction cannot be source-confirmed.",no
send a short message,send a short message,无,5年级下,1,5年级下@r48: [write a letter / make a phone call / <send a short message> / mail a present / make a video call],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
send an email,send an email,无,5年级下,1,5年级下@r45: [together / special / <send an email> / write a letter / make a phone call],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
shark,shark,n. 鲨鱼;骗子 vt. 敲诈 vi. 诈骗,6年级上,1,6年级上@r47: [insect / penguin / <shark> / whale / kind],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,鲨鱼,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
shopping centre,shopping centre,"n. 购物中心(集中一批商店,有时在同一建筑物内)",6年级下,1,6年级下@r39: [frog / English-Chinese dictionary / <shopping centre> / shopping mall / amazing],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
shopping list,shopping list,n. 购物单;采购单,3年级上,1,3年级上@r44: [meat / for / <shopping list> / cola / buy],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
shopping mall,shopping mall,un. 商业区林荫路,6年级下,1,6年级下@r40: [English-Chinese dictionary / shopping centre / <shopping mall> / amazing / hot pot],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
show ... around,show ... around,v. 带...参观,6年级下,1,6年级下@r10: [meet / wardrobe / <show ... around> / Queen's Park / art gallery],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
sick,sick,adj. 厌恶的;病态的;不舒服;渴望的;恶心的 ;生病的 n. 病人 vt. 使狗去咬;呕吐;追击,4年级上,1,4年级上@r106: [great / job / <sick> / people / teach],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,生病的；不舒服的,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
sidewalk,sidewalk,n. 人行道,4年级上,1,4年级上@r86: [Be careful! / run down the stairs / <sidewalk> / wait for / safe],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
silk,silk,n. 丝绸;蚕丝;丝织物 adj. 丝的;丝绸的;丝制的 vi. (玉米)处于长须的阶段中,6年级上,1,6年级上@r21: [foggy / spicy / <silk> / forest / stone],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,丝绸；蚕丝,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
sing songs,sing songs,n. 歌咏,3年级下,1,3年级下@r31: [play chess / dance / <sing songs> / read books / really],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
singing,singing,n. 歌唱;歌声;耳鸣;振鸣 v. 唱歌(sing的ing形式) adj. 唱歌的;音乐般的,4年级下,1,4年级下@r57: [reading / skateboarding / <singing> / dancing / doing jigsaw puzzles],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,唱歌；歌唱,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
six,six,"num. 六,六个 n. 六,六个",1年级上,1,1年级上@r31: [four / five / <six> / seven / eight],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,六,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
skateboarding,skateboarding,n. 滑板运动,4年级下,1,4年级下@r56: [travel / reading / <skateboarding> / singing / dancing],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
sleepy,sleepy,adj. 欲睡的;困乏的;不活跃的,5年级下,1,5年级下@r16: [toothache / a lot of / <sleepy> / subject / mark],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
slept,slept,v. 睡觉(sleep的过去式和过去分词),5年级下,1,5年级下@r79: [took photos / saw flowers / <slept> / delicious / felt happy],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
slim,slim,adj. 苗条的;修长的;微小的;差的 vt. 使...体重减轻;使...苗条 vi. 减轻体重;变细,5年级上,1,5年级上@r20: [with / wear glasses / <slim> / curly / straight],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,苗条的；修长的,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
so,so,"conj. 所以;因此 adv. 如此,这么;确是如此 pron. 这样",4年级上,1,4年级上@r34: [poor / hope / <so> / Saturday / near],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not distinguish conjunction 'so=所以' from adverbial 'so=如此/这么'.,no
south,south,"n. 南方,南边;南部 adj. 南的,南方的 adv. 在南方,向南方",6年级上,1,6年级上@r12: [map / north / <south> / east / west],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,南；南方,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
