Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,MeaningRaw,MeaningStatus,FirstBook,Grade,Semester,Books,SourceFiles,Tags
visit the Mogao Caves,,,参观莫高窟,We visit the Mogao Caves.,我们参观莫高窟。,无,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
West Lake,,,西湖,West Lake is beautiful.,西湖很美。,西湖；杭州西湖；浙江杭州,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
row a boat,,,划船,We row a boat on West Lake.,我们在西湖划船。,划船；摇船；划船最好用,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
the Great Wall,,,长城,We visit the Great Wall.,我们参观长城。,长城；万里长城；中国万里长城,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
summer vacation,,,暑假,We travel in summer vacation.,我们暑假去旅行。,n. 暑假,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
travel,[ˈtræv(ə)l],[ˈtrævl],旅行；旅游,I like to travel with my family.,我喜欢和家人旅行。,"n. 旅行；游历；漫游
vt. 经过；在…旅行
vi. 旅行；行进；步行；交往",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
reading,[ˈriːdɪŋ],[ˈriːdɪŋ],阅读；读书,Reading is my hobby.,阅读是我的爱好。,"n. 阅读，朗读；读物；读数
v. 阅读（read的ing形式）
adj. 阅读的",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
skateboarding,[ˈskeɪtbɔːdɪŋ],[ˈskeɪtbɔːrdɪŋ],滑板运动,Skateboarding is my hobby.,滑板运动是我的爱好。,n. 滑板运动,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
singing,[ˈsɪŋɪŋ],[ˈsɪŋɪŋ],唱歌,Singing is my hobby.,唱歌是我的爱好。,"n. 歌唱；歌声；耳鸣；振鸣
v. 唱歌（sing的ing形式）
adj. 唱歌的；音乐般的",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
dancing,[ˈdɑːnsɪŋ],[ˈdænsɪŋ],跳舞,Dancing is her hobby.,跳舞是她的爱好。,"n. 跳舞；舞蹈
v. 跳舞；摇晃（dance的ing形式）",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
doing jigsaw puzzles,,,拼拼图,I like doing jigsaw puzzles.,我喜欢拼拼图。,无,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
making models,,,做模型,He likes making models.,他喜欢做模型。,无,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
collecting erasers,,,收集橡皮,She likes collecting erasers.,她喜欢收集橡皮。,无,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
different,[ˈdɪfrənt],[ˈdɪfrənt],不同的,We have different hobbies.,我们有不同的爱好。,adj. 不同的；个别的，与众不同的,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
hobby,[ˈhɒbi],[ˈhɑːbi],爱好,Reading is my hobby.,阅读是我的爱好。,n. 嗜好；业余爱好,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
stamp,[stæmp],[stæmp],邮票,I like collecting stamps.,我喜欢集邮。,"n. 邮票；印记；标志；跺脚
vt. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏
vi. 跺脚；捣碎；毁掉",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
catch,[kætʃ],[kætʃ],抓住；捕捉,The cat can catch a fish.,猫能抓到鱼。,"n. 捕捉；捕获物；窗钩
vt. 赶上；抓住；感染；了解
vi. 赶上；抓住",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
go for a picnic,,,去野餐,We go for a picnic on Sunday.,我们星期日去野餐。,去野餐；去野炊；出去野炊,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
play the violin,,,拉小提琴,She can play the violin.,她会拉小提琴。,拉小提琴；弹小提琴；演奏小提琴,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
go skating,,,去滑冰,We go skating in winter.,我们冬天去滑冰。,去滑冰；去溜冰；滑雪,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
go camping,,,去露营,We go camping in summer.,我们夏天去露营。,去野营；去露营；宿营,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
do the housework,,,做家务,I help do the housework.,我帮忙做家务。,做家务；做家务活；料理家务,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
free,[friː],[friː],空闲的,Are you free on Sunday?,你星期日有空吗？,"adj. 免费的；自由的，不受约束的；[化学] 游离的
vt. 使自由，解放；释放
adv. 自由地；免费",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
never,[ˈnevə(r)],[ˈnevər],从不；从未,I never play with fire.,我从不玩火。,adv. 从未；决不,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
once a week,,,每周一次,I go swimming once a week.,我每周游泳一次。,一周一次；每周一次；一星期一次,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
twice a week,,,每周两次,I play basketball twice a week.,我每周打两次篮球。,一周两次；每周两次；一星期两次,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
three times a week,,,每周三次,I read books three times a week.,我每周读三次书。,一周三次；每周三次；一星期三次,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
Canada,[ˈkænədə],[ˈkænədə],加拿大,Canada is a big country.,加拿大是一个大国。,n. 加拿大（北美洲国家）,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
Australia,[ɒˈstreɪliə],[ɔːˈstreɪliə],澳大利亚,Koalas live in Australia.,考拉生活在澳大利亚。,n. 澳大利亚，澳洲,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
the UK,,,英国,Big Ben is in the UK.,大本钟在英国。,（等于the United Kingdom）英国,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
the USA,,,美国,Disneyland is in the USA.,迪士尼乐园在美国。,美国；美利坚合众国；现在我们有美国的大哥,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
China,[ˈtʃaɪnə],[ˈtʃaɪnə],中国,The Great Wall is in China.,长城在中国。,"n. 中国
n. china，瓷器
adj. 中国的；中国制造的
adj. china，瓷制的",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
koala,[kəʊˈɑːlə],[koʊˈɑːlə],考拉；树袋熊,The koala is cute.,考拉很可爱。,n. 树袋熊，无尾熊（产于澳大利亚，又名考拉）,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
maple leaves,,,枫叶,Maple leaves are beautiful.,枫叶很漂亮。,枫叶；枫树叶子；枫树留下,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
Big Ben,,,大本钟,Big Ben is in the UK.,大本钟在英国。,"n. 英国伦敦议会大厦顶的大钟, 美国得州西南部的国立大本德公园(Big Bend National Park)",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
Disneyland,[ˈdɪznilænd],[ˈdɪznilænd],迪士尼乐园,I want to visit Disneyland.,我想参观迪士尼乐园。,n. 迪斯尼乐园；幻想世界,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
campfire,[ˈkæmpfaɪə(r)],[ˈkæmpfaɪər],篝火；营火,We sit by the campfire.,我们坐在篝火旁。,n. 营火；营火会,curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
cute,[kjuːt],[kjuːt],可爱的,The koala is very cute.,考拉非常可爱。,adj. 可爱的；漂亮的；聪明的，伶俐的,curated,4年级下,4,下,4年级下|5年级上,人教版一年级起点四年级下.xlsx|人教版一年级起点五年级上.xlsx,rj_start1 grade::4 semester::下 appears::4年级下 appears::5年级上
country,[ˈkʌntri],[ˈkʌntri],国家,China is my country.,中国是我的国家。,"n. 国家，国土；国民；乡下，农村；乡村；故乡
adj. 祖国的，故乡的；地方的，乡村的；国家的；粗鲁的；乡村音乐的",curated,4年级下,4,下,4年级下,人教版一年级起点四年级下.xlsx,rj_start1 grade::4 semester::下 appears::4年级下
clever,[ˈklevə(r)],[ˈklevər],聪明的,She is clever and helpful.,她聪明又乐于助人。,"adj. 聪明的；机灵的；熟练的
[ 比较级cleverer 最高级 cleverest ]",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
careless,[ˈkeələs],[ˈkerləs],粗心的,Don't be careless with your homework.,做作业不要粗心。,adj. 粗心的；无忧无虑的；淡漠的,curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
polite,[pəˈlaɪt],[pəˈlaɪt],有礼貌的,The boy is polite to everyone.,这个男孩对每个人都很有礼貌。,adj. 有礼貌的，客气的；文雅的；上流的；优雅的,curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
quiet,[ˈkwaɪət],[ˈkwaɪət],安静的；文静的,She is quiet in class.,她在课堂上很安静。,"n. 安静；和平
adj. 安静的；安定的；不动的；温顺的
vt. 使平息；安慰
vi. 平静下来",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
friendly,[ˈfrendli],[ˈfrendli],友好的,Our new teacher is friendly.,我们的新老师很友好。,"adj. 友好的；亲切的；支持的；融洽的，和睦的
adv. 友善地；温和地",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
helpful,[ˈhelpfl],[ˈhelpfl],乐于助人的；有帮助的,He is always helpful at home.,他在家总是乐于帮忙。,adj. 有帮助的；有益的,curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
active,[ˈæktɪv],[ˈæktɪv],活跃的；积极的,She is active in class.,她在课堂上很活跃。,"n. 主动语态；积极分子
adj. 积极的；活跃的；主动的；有效的；现役的",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
popular,[ˈpɒpjələ(r)],[ˈpɑːpjələr],受欢迎的,He is popular at school.,他在学校很受欢迎。,adj. 流行的，通俗的；受欢迎的；大众的；普及的,curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
talk,[tɔːk],[tɔːk],交谈；说话,We often talk after school.,我们经常放学后聊天。,"n. 谈话；演讲；空谈
vi. 谈话；说闲话
vt. 说；谈话；讨论",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
all,[ɔːl],[ɔːl],全部；所有,All the children are here.,所有孩子都在这里。,"n. 全部
adj. 全部的
adv. 全然地；越发
pron. 全部",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
but,[bət],[bət; bʌt],但是,He is young but tall.,他很年轻但是个子高。,"conj. 但是；而是；然而
adv. 仅仅，只
prep. 除…以外",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
sometimes,[ˈsʌmtaɪmz],[ˈsʌmtaɪmz],有时,I sometimes go to the library.,我有时去图书馆。,adv. 有时，间或,curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
bark,[bɑːk],[bɑːrk],狗叫；吠,The dog barks at night.,狗在晚上叫。,"n. 树皮；深青棕色；毛皮；皮肤；狗叫
vt. 狗叫；尖叫；剥皮",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
forget,[fəˈɡet],[fərˈɡet],忘记,Don't forget your schoolbag.,别忘了你的书包。,"vi. 忘记
vt. 忘记；忽略",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
with,[wɪð],[wɪð; wɪθ],和；跟；带有,I play with my friends.,我和朋友一起玩。,prep. 用；随着；支持；和…在一起,curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
wear glasses,,,戴眼镜,My teacher wears glasses.,我的老师戴眼镜。,戴眼镜；戴着眼镜；带着眼镜,curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
slim,[slɪm],[slɪm],苗条的,My sister is tall and slim.,我姐姐高而苗条。,"adj. 苗条的；修长的；微小的；差的
vt. 使…体重减轻；使…苗条
vi. 减轻体重；变细",curated,5年级上,5,上,5年级上,人教版一年级起点五年级上.xlsx,rj_start1 grade::5 semester::上 appears::5年级上
